ip,date,time,T (ºC)
168.90.31.193,23/10/2020, 06:32:04,24.13
168.90.31.193,23/10/2020, 06:32:40,24.18
168.90.31.193,23/10/2020, 06:33:16,23.54
168.90.31.193,23/10/2020, 06:33:53,24.13
168.90.31.193,23/10/2020, 06:34:29,24.18
168.90.31.193,23/10/2020, 06:35:05,23.49
168.90.31.193,23/10/2020, 06:35:41,24.13
168.90.31.193,23/10/2020, 06:36:18,24.13
168.90.31.193,23/10/2020, 06:36:54,24.13
168.90.31.193,23/10/2020, 06:37:30,24.13
168.90.31.193,23/10/2020, 06:38:06,24.13
168.90.31.193,23/10/2020, 06:38:43,24.18
168.90.31.193,23/10/2020, 06:39:19,23.59
168.90.31.193,23/10/2020, 06:39:55,24.13
168.90.31.193,23/10/2020, 06:40:31,24.18
168.90.31.193,23/10/2020, 06:41:08,24.13
168.90.31.193,23/10/2020, 06:41:44,24.18
168.90.31.193,23/10/2020, 06:42:20,24.13
168.90.31.193,23/10/2020, 06:42:57,24.13
168.90.31.193,23/10/2020, 06:43:33,24.13
168.90.31.193,23/10/2020, 06:44:09,24.13
168.90.31.193,23/10/2020, 06:44:45,24.18
168.90.31.193,23/10/2020, 06:45:22,24.13
168.90.31.193,23/10/2020, 06:45:58,24.18
168.90.31.193,23/10/2020, 06:46:34,24.13
168.90.31.193,23/10/2020, 06:47:11,24.13
168.90.31.193,23/10/2020, 06:47:47,23.54
168.90.31.193,23/10/2020, 06:48:23,23.49
168.90.31.193,23/10/2020, 06:49:00,24.13
168.90.31.193,23/10/2020, 06:49:36,24.13
168.90.31.193,23/10/2020, 06:50:12,23.54
168.90.31.193,23/10/2020, 06:50:49,23.49
168.90.31.193,23/10/2020, 06:51:25,24.13
168.90.31.193,23/10/2020, 06:52:01,24.13
168.90.31.193,23/10/2020, 06:52:37,24.13
168.90.31.193,23/10/2020, 06:53:14,24.13
168.90.31.193,23/10/2020, 06:53:50,23.49
168.90.31.193,23/10/2020, 06:54:26,23.54
168.90.31.193,23/10/2020, 06:55:02,23.49
168.90.31.193,23/10/2020, 06:55:38,24.13
168.90.31.193,23/10/2020, 06:56:14,24.13
168.90.31.193,23/10/2020, 06:56:51,24.13
168.90.31.193,23/10/2020, 06:57:27,24.13
168.90.31.193,23/10/2020, 06:58:03,24.13
168.90.31.193,23/10/2020, 06:58:39,24.13
168.90.31.193,23/10/2020, 06:59:16,23.49
168.90.31.193,23/10/2020, 06:59:52,23.54
168.90.31.193,23/10/2020, 07:00:28,24.18
168.90.31.193,23/10/2020, 07:01:05,23.49
168.90.31.193,23/10/2020, 07:01:41,24.13
168.90.31.193,23/10/2020, 07:02:17,24.13
168.90.31.193,23/10/2020, 07:02:54,24.13
168.90.31.193,23/10/2020, 07:03:30,24.09
168.90.31.193,23/10/2020, 07:04:06,24.09
168.90.31.193,23/10/2020, 07:04:43,24.13
168.90.31.193,23/10/2020, 07:05:19,24.13
168.90.31.193,23/10/2020, 07:05:55,24.13
168.90.31.193,23/10/2020, 07:06:31,24.13
168.90.31.193,23/10/2020, 07:07:07,24.04
168.90.31.193,23/10/2020, 07:07:44,24.09
168.90.31.193,23/10/2020, 07:08:20,24.09
168.90.31.193,23/10/2020, 07:08:56,24.09
168.90.31.193,23/10/2020, 07:09:33,24.13
168.90.31.193,23/10/2020, 07:10:09,23.49
168.90.31.193,23/10/2020, 07:10:45,24.13
168.90.31.193,23/10/2020, 07:11:22,24.04
168.90.31.193,23/10/2020, 07:11:58,24.04
168.90.31.193,23/10/2020, 07:12:34,24.09
168.90.31.193,23/10/2020, 07:13:11,24.04
168.90.31.193,23/10/2020, 07:13:47,23.45
168.90.31.193,23/10/2020, 07:14:23,23.49
168.90.31.193,23/10/2020, 07:14:59,24.09
168.90.31.193,23/10/2020, 07:15:36,23.49
168.90.31.193,23/10/2020, 07:16:12,23.49
168.90.31.193,23/10/2020, 07:16:48,24.09
168.90.31.193,23/10/2020, 07:17:24,24.09
168.90.31.193,23/10/2020, 07:18:01,24.09
168.90.31.193,23/10/2020, 07:18:37,24.09
168.90.31.193,23/10/2020, 07:19:13,24.13
168.90.31.193,23/10/2020, 07:19:50,23.49
168.90.31.193,23/10/2020, 07:20:26,24.13
168.90.31.193,23/10/2020, 07:21:02,24.09
168.90.31.193,23/10/2020, 07:21:38,24.09
168.90.31.193,23/10/2020, 07:22:14,24.09
168.90.31.193,23/10/2020, 07:22:51,24.13
168.90.31.193,23/10/2020, 07:23:27,24.09
168.90.31.193,23/10/2020, 07:24:03,23.45
168.90.31.193,23/10/2020, 07:24:40,24.13
168.90.31.193,23/10/2020, 07:25:16,23.45
168.90.31.193,23/10/2020, 07:25:52,24.09
168.90.31.193,23/10/2020, 07:26:29,23.49
168.90.31.193,23/10/2020, 07:27:05,24.04
168.90.31.193,23/10/2020, 07:27:41,23.49
168.90.31.193,23/10/2020, 07:28:17,23.45
168.90.31.193,23/10/2020, 07:28:54,24.09
168.90.31.193,23/10/2020, 07:29:30,24.09
168.90.31.193,23/10/2020, 07:30:06,23.45
168.90.31.193,23/10/2020, 07:30:42,24.04
168.90.31.193,23/10/2020, 07:31:19,24.04
168.90.31.193,23/10/2020, 07:31:55,24.09
168.90.31.193,23/10/2020, 07:32:31,23.45
168.90.31.193,23/10/2020, 07:33:08,24.09
168.90.31.193,23/10/2020, 07:33:44,24.04
168.90.31.193,23/10/2020, 07:34:20,24.09
168.90.31.193,23/10/2020, 07:34:57,24.04
168.90.31.193,23/10/2020, 07:35:33,24.09
168.90.31.193,23/10/2020, 07:36:09,24.09
168.90.31.193,23/10/2020, 07:36:46,24.04
168.90.31.193,23/10/2020, 07:37:22,23.45
168.90.31.193,23/10/2020, 07:37:58,24.04
168.90.31.193,23/10/2020, 07:38:34,23.45
168.90.31.193,23/10/2020, 07:39:10,24.04
168.90.31.193,23/10/2020, 07:39:47,24.09
168.90.31.193,23/10/2020, 07:40:23,23.45
168.90.31.193,23/10/2020, 07:40:59,24.09
168.90.31.193,23/10/2020, 07:41:36,24.09
168.90.31.193,23/10/2020, 07:42:12,24.04
168.90.31.193,23/10/2020, 07:42:48,23.45
168.90.31.193,23/10/2020, 07:43:24,24.04
168.90.31.193,23/10/2020, 07:44:00,24.09
168.90.31.193,23/10/2020, 07:44:37,23.45
168.90.31.193,23/10/2020, 07:45:13,24.04
168.90.31.193,23/10/2020, 07:45:49,24.09
168.90.31.193,23/10/2020, 07:46:26,24.04
168.90.31.193,23/10/2020, 07:47:02,23.40
168.90.31.193,23/10/2020, 07:47:38,24.04
168.90.31.193,23/10/2020, 07:48:15,24.04
168.90.31.193,23/10/2020, 07:48:51,24.04
168.90.31.193,23/10/2020, 07:49:27,24.04
168.90.31.193,23/10/2020, 07:50:03,24.09
168.90.31.193,23/10/2020, 07:50:40,24.09
168.90.31.193,23/10/2020, 07:51:16,23.40
168.90.31.193,23/10/2020, 07:51:52,24.00
168.90.31.193,23/10/2020, 07:52:28,23.40
168.90.31.193,23/10/2020, 07:53:04,24.04
168.90.31.193,23/10/2020, 07:53:40,24.00
168.90.31.193,23/10/2020, 07:54:17,24.00
168.90.31.193,23/10/2020, 07:54:53,24.00
168.90.31.193,23/10/2020, 07:55:29,24.04
168.90.31.193,23/10/2020, 07:56:05,24.04
168.90.31.193,23/10/2020, 07:56:42,23.95
168.90.31.193,23/10/2020, 07:57:18,24.00
168.90.31.193,23/10/2020, 07:57:54,24.00
168.90.31.193,23/10/2020, 07:58:30,23.45
168.90.31.193,23/10/2020, 07:59:07,24.04
168.90.31.193,23/10/2020, 07:59:43,23.36
168.90.31.193,23/10/2020, 08:00:19,24.00
168.90.31.193,23/10/2020, 08:00:56,24.00
168.90.31.193,23/10/2020, 08:01:32,24.00
168.90.31.193,23/10/2020, 08:02:08,24.00
168.90.31.193,23/10/2020, 08:02:44,24.04
168.90.31.193,23/10/2020, 08:03:21,23.40
168.90.31.193,23/10/2020, 08:03:57,24.00
168.90.31.193,23/10/2020, 08:04:33,24.00
168.90.31.193,23/10/2020, 08:05:10,24.00
168.90.31.193,23/10/2020, 08:05:46,23.40
168.90.31.193,23/10/2020, 08:06:22,24.00
168.90.31.193,23/10/2020, 08:06:58,24.00
168.90.31.193,23/10/2020, 08:07:34,23.40
168.90.31.193,23/10/2020, 08:08:11,24.04
168.90.31.193,23/10/2020, 08:08:47,24.04
168.90.31.193,23/10/2020, 08:09:24,24.04
168.90.31.193,23/10/2020, 08:10:00,24.00
168.90.31.193,23/10/2020, 08:10:36,24.04
168.90.31.193,23/10/2020, 08:11:12,24.00
168.90.31.193,23/10/2020, 08:11:49,23.45
168.90.31.193,23/10/2020, 08:12:25,23.95
168.90.31.193,23/10/2020, 08:13:01,23.40
168.90.31.193,23/10/2020, 08:13:37,24.04
168.90.31.193,23/10/2020, 08:14:13,24.00
168.90.31.193,23/10/2020, 08:14:50,24.00
168.90.31.193,23/10/2020, 08:15:26,23.36
168.90.31.193,23/10/2020, 08:16:02,24.00
168.90.31.193,23/10/2020, 08:16:38,23.45
168.90.31.193,23/10/2020, 08:17:15,24.00
168.90.31.193,23/10/2020, 08:17:51,23.40
168.90.31.193,23/10/2020, 08:18:27,24.00
168.90.31.193,23/10/2020, 08:19:04,24.04
168.90.31.193,23/10/2020, 08:19:40,24.00
168.90.31.193,23/10/2020, 08:20:16,23.40
168.90.31.193,23/10/2020, 08:20:52,23.40
168.90.31.193,23/10/2020, 08:21:28,24.04
168.90.31.193,23/10/2020, 08:22:05,24.00
168.90.31.193,23/10/2020, 08:22:41,24.04
168.90.31.193,23/10/2020, 08:23:17,24.00
168.90.31.193,23/10/2020, 08:23:54,24.04
168.90.31.193,23/10/2020, 08:24:30,23.40
168.90.31.193,23/10/2020, 08:25:06,24.00
168.90.31.193,23/10/2020, 08:25:42,24.00
168.90.31.193,23/10/2020, 08:26:19,23.49
168.90.31.193,23/10/2020, 08:26:55,24.04
168.90.31.193,23/10/2020, 08:27:31,24.04
168.90.31.193,23/10/2020, 08:28:08,24.00
168.90.31.193,23/10/2020, 08:28:44,24.09
168.90.31.193,23/10/2020, 08:29:20,24.04
168.90.31.193,23/10/2020, 08:29:57,24.04
168.90.31.193,23/10/2020, 08:30:33,23.95
168.90.31.193,23/10/2020, 08:31:09,24.00
168.90.31.193,23/10/2020, 08:31:45,24.00
168.90.31.193,23/10/2020, 08:32:22,23.36
168.90.31.193,23/10/2020, 08:32:58,23.40
168.90.31.193,23/10/2020, 08:33:34,24.00
168.90.31.193,23/10/2020, 08:34:10,24.00
168.90.31.193,23/10/2020, 08:34:46,23.95
168.90.31.193,23/10/2020, 08:35:23,23.40
168.90.31.193,23/10/2020, 08:35:59,23.95
168.90.31.193,23/10/2020, 08:36:35,23.95
168.90.31.193,23/10/2020, 08:37:11,23.40
168.90.31.193,23/10/2020, 08:37:48,24.00
168.90.31.193,23/10/2020, 08:38:24,23.95
168.90.31.193,23/10/2020, 08:39:00,23.36
168.90.31.193,23/10/2020, 08:39:36,23.95
168.90.31.193,23/10/2020, 08:40:13,23.95
168.90.31.193,23/10/2020, 08:40:49,23.95
168.90.31.193,23/10/2020, 08:41:25,23.95
168.90.31.193,23/10/2020, 08:42:01,23.36
168.90.31.193,23/10/2020, 08:42:38,23.95
168.90.31.193,23/10/2020, 08:43:14,23.40
168.90.31.193,23/10/2020, 08:43:50,23.95
168.90.31.193,23/10/2020, 08:44:26,23.95
168.90.31.193,23/10/2020, 08:45:03,23.95
168.90.31.193,23/10/2020, 08:45:39,23.95
168.90.31.193,23/10/2020, 08:46:15,24.00
168.90.31.193,23/10/2020, 08:46:52,24.00
168.90.31.193,23/10/2020, 08:47:28,23.40
168.90.31.193,23/10/2020, 08:48:04,23.95
168.90.31.193,23/10/2020, 08:48:40,23.95
168.90.31.193,23/10/2020, 08:49:16,23.95
168.90.31.193,23/10/2020, 08:49:53,23.95
168.90.31.193,23/10/2020, 08:50:29,23.95
168.90.31.193,23/10/2020, 08:51:06,23.95
168.90.31.193,23/10/2020, 08:51:42,23.36
168.90.31.193,23/10/2020, 08:52:18,23.36
168.90.31.193,23/10/2020, 08:52:54,23.40
168.90.31.193,23/10/2020, 08:53:30,23.40
168.90.31.193,23/10/2020, 08:54:06,23.36
168.90.31.193,23/10/2020, 08:54:42,23.36
168.90.31.193,23/10/2020, 08:55:18,23.36
168.90.31.193,23/10/2020, 08:55:54,23.40
168.90.31.193,23/10/2020, 08:56:30,23.95
168.90.31.193,23/10/2020, 08:57:06,23.36
168.90.31.193,23/10/2020, 08:57:42,23.95
168.90.31.193,23/10/2020, 08:58:19,23.31
168.90.31.193,23/10/2020, 08:58:55,23.95
168.90.31.193,23/10/2020, 08:59:31,23.95
168.90.31.193,23/10/2020, 09:00:07,23.95
168.90.31.193,23/10/2020, 09:00:44,23.91
168.90.31.193,23/10/2020, 09:01:20,23.91
168.90.31.193,23/10/2020, 09:01:56,23.31
168.90.31.193,23/10/2020, 09:02:33,23.95
168.90.31.193,23/10/2020, 09:03:09,23.95
168.90.31.193,23/10/2020, 09:03:45,23.95
168.90.31.193,23/10/2020, 09:04:22,23.91
168.90.31.193,23/10/2020, 09:04:58,23.95
168.90.31.193,23/10/2020, 09:05:34,23.95
168.90.31.193,23/10/2020, 09:06:10,23.36
168.90.31.193,23/10/2020, 09:06:47,23.95
168.90.31.193,23/10/2020, 09:07:23,23.95
168.90.31.193,23/10/2020, 09:08:00,23.95
168.90.31.193,23/10/2020, 09:08:36,23.95
168.90.31.193,23/10/2020, 09:09:12,23.95
168.90.31.193,23/10/2020, 09:09:48,24.00
168.90.31.193,23/10/2020, 09:10:25,23.95
168.90.31.193,23/10/2020, 09:11:01,23.95
168.90.31.193,23/10/2020, 09:11:37,23.36
168.90.31.193,23/10/2020, 09:12:13,23.40
168.90.31.193,23/10/2020, 09:12:49,23.91
168.90.31.193,23/10/2020, 09:13:26,23.31
168.90.31.193,23/10/2020, 09:14:02,23.95
168.90.31.193,23/10/2020, 09:14:38,23.95
168.90.31.193,23/10/2020, 09:15:14,23.40
168.90.31.193,23/10/2020, 09:15:51,23.91
168.90.31.193,23/10/2020, 09:16:27,23.36
168.90.31.193,23/10/2020, 09:17:03,23.91
168.90.31.193,23/10/2020, 09:17:39,23.95
168.90.31.193,23/10/2020, 09:18:16,23.95
168.90.31.193,23/10/2020, 09:18:52,23.95
168.90.31.193,23/10/2020, 09:19:28,23.95
168.90.31.193,23/10/2020, 09:20:04,23.31
168.90.31.193,23/10/2020, 09:20:40,23.95
168.90.31.193,23/10/2020, 09:21:17,23.91
168.90.31.193,23/10/2020, 09:21:53,23.91
168.90.31.193,23/10/2020, 09:22:29,23.27
168.90.31.193,23/10/2020, 09:23:05,23.91
168.90.31.193,23/10/2020, 09:23:42,23.91
168.90.31.193,23/10/2020, 09:24:18,23.95
168.90.31.193,23/10/2020, 09:24:54,23.36
168.90.31.193,23/10/2020, 09:25:30,23.36
168.90.31.193,23/10/2020, 09:26:07,23.91
168.90.31.193,23/10/2020, 09:26:43,23.91
168.90.31.193,23/10/2020, 09:27:19,23.95
168.90.31.193,23/10/2020, 09:27:55,23.95
168.90.31.193,23/10/2020, 09:28:32,23.91
168.90.31.193,23/10/2020, 09:29:08,23.27
168.90.31.193,23/10/2020, 09:29:44,23.95
168.90.31.193,23/10/2020, 09:30:20,23.95
168.90.31.193,23/10/2020, 09:30:57,23.36
168.90.31.193,23/10/2020, 09:31:33,23.31
168.90.31.193,23/10/2020, 09:32:09,23.91
168.90.31.193,23/10/2020, 09:32:46,23.91
168.90.31.193,23/10/2020, 09:33:22,23.91
168.90.31.193,23/10/2020, 09:33:59,23.91
168.90.31.193,23/10/2020, 09:34:35,23.31
168.90.31.193,23/10/2020, 09:35:11,23.31
168.90.31.193,23/10/2020, 09:35:47,23.91
168.90.31.193,23/10/2020, 09:36:23,23.91
168.90.31.193,23/10/2020, 09:37:00,23.95
168.90.31.193,23/10/2020, 09:37:37,23.95
168.90.31.193,23/10/2020, 09:38:13,23.40
168.90.31.193,23/10/2020, 09:38:49,23.95
168.90.31.193,23/10/2020, 09:39:26,23.95
168.90.31.193,23/10/2020, 09:40:02,23.95
168.90.31.193,23/10/2020, 09:40:38,23.91
168.90.31.193,23/10/2020, 09:41:15,23.91
168.90.31.193,23/10/2020, 09:41:52,23.91
168.90.31.193,23/10/2020, 09:42:29,23.91
168.90.31.193,23/10/2020, 09:43:05,23.95
168.90.31.193,23/10/2020, 09:43:41,23.31
168.90.31.193,23/10/2020, 09:44:18,23.91
168.90.31.193,23/10/2020, 09:44:54,23.91
168.90.31.193,23/10/2020, 09:45:30,23.86
168.90.31.193,23/10/2020, 09:46:07,23.86
168.90.31.193,23/10/2020, 09:46:43,23.91
168.90.31.193,23/10/2020, 09:47:19,23.95
168.90.31.193,23/10/2020, 09:47:55,23.36
168.90.31.193,23/10/2020, 09:48:32,23.91
168.90.31.193,23/10/2020, 09:49:08,23.91
168.90.31.193,23/10/2020, 09:49:45,23.95
168.90.31.193,23/10/2020, 09:50:21,23.91
168.90.31.193,23/10/2020, 09:50:57,23.91
168.90.31.193,23/10/2020, 09:51:33,23.91
168.90.31.193,23/10/2020, 09:52:10,23.95
168.90.31.193,23/10/2020, 09:52:46,23.91
168.90.31.193,23/10/2020, 09:53:25,23.95
168.90.31.193,23/10/2020, 09:54:02,23.31
168.90.31.193,23/10/2020, 09:54:38,23.95
168.90.31.193,23/10/2020, 09:55:14,23.95
168.90.31.193,23/10/2020, 09:55:50,23.95
168.90.31.193,23/10/2020, 09:56:27,23.95
168.90.31.193,23/10/2020, 09:57:03,23.31
168.90.31.193,23/10/2020, 09:57:39,24.00
168.90.31.193,23/10/2020, 09:58:16,24.00
168.90.31.193,23/10/2020, 09:58:52,23.95
168.90.31.193,23/10/2020, 09:59:28,23.95
168.90.31.193,23/10/2020, 10:00:05,23.91
168.90.31.193,23/10/2020, 10:00:41,23.31
168.90.31.193,23/10/2020, 10:01:17,23.91
168.90.31.193,23/10/2020, 10:01:53,23.40
168.90.31.193,23/10/2020, 10:02:29,23.36
168.90.31.193,23/10/2020, 10:03:06,23.36
168.90.31.193,23/10/2020, 10:03:42,23.95
168.90.31.193,23/10/2020, 10:04:18,24.00
168.90.31.193,23/10/2020, 10:04:55,24.00
168.90.31.193,23/10/2020, 10:05:31,23.95
168.90.31.193,23/10/2020, 10:06:07,23.95
168.90.31.193,23/10/2020, 10:06:43,23.91
168.90.31.193,23/10/2020, 10:07:19,23.95
168.90.31.193,23/10/2020, 10:07:56,23.95
168.90.31.193,23/10/2020, 10:08:32,23.36
168.90.31.193,23/10/2020, 10:09:08,23.36
168.90.31.193,23/10/2020, 10:09:44,24.00
168.90.31.193,23/10/2020, 10:10:20,24.04
168.90.31.193,23/10/2020, 10:10:57,24.00
168.90.31.193,23/10/2020, 10:11:33,23.91
168.90.31.193,23/10/2020, 10:12:09,23.95
168.90.31.193,23/10/2020, 10:12:45,23.36
168.90.31.193,23/10/2020, 10:13:22,23.95
168.90.31.193,23/10/2020, 10:13:58,23.91
168.90.31.193,23/10/2020, 10:14:35,24.00
168.90.31.193,23/10/2020, 10:15:11,23.95
168.90.31.193,23/10/2020, 10:15:47,24.00
168.90.31.193,23/10/2020, 10:16:24,24.00
168.90.31.193,23/10/2020, 10:17:00,23.36
168.90.31.193,23/10/2020, 10:17:36,23.95
168.90.31.193,23/10/2020, 10:18:12,23.95
168.90.31.193,23/10/2020, 10:18:49,23.95
168.90.31.193,23/10/2020, 10:19:25,23.31
168.90.31.193,23/10/2020, 10:20:01,23.95
168.90.31.193,23/10/2020, 10:20:37,24.00
168.90.31.193,23/10/2020, 10:21:13,23.95
168.90.31.193,23/10/2020, 10:30:39,23.36
168.90.31.193,23/10/2020, 10:31:15,23.91
168.90.31.193,23/10/2020, 10:31:52,23.40
168.90.31.193,23/10/2020, 10:32:28,23.91
168.90.31.193,23/10/2020, 10:33:04,23.95
168.90.31.193,23/10/2020, 10:33:40,23.36
168.90.31.193,23/10/2020, 10:34:17,24.00
168.90.31.193,23/10/2020, 10:34:53,23.95
168.90.31.193,23/10/2020, 10:35:29,24.00
168.90.31.193,23/10/2020, 10:36:06,23.91
168.90.31.193,23/10/2020, 10:36:42,23.36
168.90.31.193,23/10/2020, 10:37:18,23.86
168.90.31.193,23/10/2020, 10:37:55,23.95
168.90.31.193,23/10/2020, 10:38:31,23.95
168.90.31.193,23/10/2020, 10:39:07,23.91
168.90.31.193,23/10/2020, 10:39:43,23.95
168.90.31.193,23/10/2020, 10:40:20,23.31
168.90.31.193,23/10/2020, 10:40:56,23.31
168.90.31.193,23/10/2020, 10:41:32,23.91
168.90.31.193,23/10/2020, 10:42:09,23.36
168.90.31.193,23/10/2020, 10:42:45,23.95
168.90.31.193,23/10/2020, 10:43:21,23.36
168.90.31.193,23/10/2020, 10:43:57,23.91
168.90.31.193,23/10/2020, 10:44:33,23.91
168.90.31.193,23/10/2020, 10:45:10,23.91
168.90.31.193,23/10/2020, 10:45:46,23.95
168.90.31.193,23/10/2020, 10:46:23,24.00
168.90.31.193,23/10/2020, 10:46:59,23.95
168.90.31.193,23/10/2020, 10:47:35,23.95
168.90.31.193,23/10/2020, 10:48:12,24.00
168.90.31.193,23/10/2020, 10:48:48,23.95
168.90.31.193,23/10/2020, 10:49:24,24.00
168.90.31.193,23/10/2020, 10:50:01,24.00
168.90.31.193,23/10/2020, 10:50:37,24.00
168.90.31.193,23/10/2020, 10:51:13,24.00
168.90.31.193,23/10/2020, 10:51:50,24.04
168.90.31.193,23/10/2020, 10:52:26,23.40
168.90.31.193,23/10/2020, 10:53:02,24.00
168.90.31.193,23/10/2020, 10:53:38,24.00
168.90.31.193,23/10/2020, 10:54:14,23.36
168.90.31.193,23/10/2020, 10:54:51,23.95
168.90.31.193,23/10/2020, 10:55:27,24.00
168.90.31.193,23/10/2020, 10:56:04,23.95
168.90.31.193,23/10/2020, 10:56:40,24.00
168.90.31.193,23/10/2020, 10:57:16,24.00
168.90.31.193,23/10/2020, 10:57:52,23.45
168.90.31.193,23/10/2020, 10:58:28,24.04
168.90.31.193,23/10/2020, 10:59:05,24.00
168.90.31.193,23/10/2020, 10:59:41,24.04
168.90.31.193,23/10/2020, 11:00:17,24.00
168.90.31.193,23/10/2020, 11:00:54,23.40
168.90.31.193,23/10/2020, 11:01:30,24.04
168.90.31.193,23/10/2020, 11:02:06,24.00
168.90.31.193,23/10/2020, 11:02:42,23.31
168.90.31.193,23/10/2020, 11:03:18,24.04
168.90.31.193,23/10/2020, 11:03:55,23.95
168.90.31.193,23/10/2020, 11:04:31,23.95
168.90.31.193,23/10/2020, 11:05:07,24.09
168.90.31.104,23/10/2020, 11:06:19,24.04
168.90.31.104,23/10/2020, 11:06:55,23.45
168.90.31.104,23/10/2020, 11:07:31,24.04
168.90.31.104,23/10/2020, 11:08:08,24.00
168.90.31.104,23/10/2020, 11:08:44,24.00
168.90.31.104,23/10/2020, 11:09:20,24.00
168.90.31.104,23/10/2020, 11:09:56,24.04
168.90.31.104,23/10/2020, 11:10:33,24.04
168.90.31.104,23/10/2020, 11:11:09,24.00
168.90.31.104,23/10/2020, 11:11:46,24.00
168.90.31.104,23/10/2020, 11:12:22,24.04
168.90.31.104,23/10/2020, 11:12:58,24.00
168.90.31.104,23/10/2020, 11:13:35,23.95
168.90.31.104,23/10/2020, 11:14:11,24.00
168.90.31.104,23/10/2020, 11:14:47,24.00
168.90.31.104,23/10/2020, 11:15:24,24.04
168.90.31.104,23/10/2020, 11:16:00,23.40
168.90.31.104,23/10/2020, 11:16:36,23.40
168.90.31.104,23/10/2020, 11:17:12,24.00
168.90.31.104,23/10/2020, 11:17:48,24.04
168.90.31.104,23/10/2020, 11:18:25,23.95
168.90.31.104,23/10/2020, 11:19:01,24.00
168.90.31.104,23/10/2020, 11:19:37,24.00
168.90.31.104,23/10/2020, 11:20:14,24.00
168.90.31.104,23/10/2020, 11:20:50,24.04
168.90.31.104,23/10/2020, 11:21:26,24.04
168.90.31.104,23/10/2020, 11:22:02,24.00
168.90.31.104,23/10/2020, 11:22:39,24.00
168.90.31.104,23/10/2020, 11:23:15,23.95
168.90.31.104,23/10/2020, 11:23:51,24.00
168.90.31.104,23/10/2020, 11:24:27,23.95
168.90.31.104,23/10/2020, 11:25:04,24.04
168.90.31.104,23/10/2020, 11:25:40,23.40
168.90.31.104,23/10/2020, 11:26:16,23.95
168.90.31.104,23/10/2020, 11:26:52,23.40
168.90.31.104,23/10/2020, 11:27:29,24.00
168.90.31.104,23/10/2020, 11:28:05,23.40
168.90.31.104,23/10/2020, 11:28:41,24.00
168.90.31.104,23/10/2020, 11:29:17,23.95
168.90.31.104,23/10/2020, 11:29:54,24.00
168.90.31.104,23/10/2020, 11:30:30,23.95
168.90.31.104,23/10/2020, 11:31:06,23.95
168.90.31.104,23/10/2020, 11:31:42,23.40
168.90.31.104,23/10/2020, 11:32:18,23.40
168.90.31.104,23/10/2020, 11:32:55,23.95
168.90.31.104,23/10/2020, 11:33:31,24.04
168.90.31.104,23/10/2020, 11:34:07,23.40
168.90.31.104,23/10/2020, 11:34:43,23.40
168.90.31.104,23/10/2020, 11:35:20,23.95
168.90.31.104,23/10/2020, 11:35:56,24.00
168.90.31.104,23/10/2020, 11:36:32,23.95
168.90.31.104,23/10/2020, 11:37:08,23.95
168.90.31.104,23/10/2020, 11:37:45,23.95
168.90.31.104,23/10/2020, 11:38:21,23.95
168.90.31.104,23/10/2020, 11:38:57,24.00
168.90.31.104,23/10/2020, 11:39:34,24.04
168.90.31.104,23/10/2020, 11:40:10,24.00
168.90.31.104,23/10/2020, 11:40:46,24.00
168.90.31.104,23/10/2020, 11:41:23,24.00
168.90.31.104,23/10/2020, 11:41:59,23.40
168.90.31.104,23/10/2020, 11:42:35,24.00
168.90.31.104,23/10/2020, 11:43:11,24.00
168.90.31.104,23/10/2020, 11:43:48,24.00
168.90.31.104,23/10/2020, 11:44:24,24.04
168.90.31.104,23/10/2020, 11:45:00,23.40
168.90.31.104,23/10/2020, 11:45:37,24.00
168.90.31.104,23/10/2020, 11:46:13,24.00
168.90.31.104,23/10/2020, 11:46:49,24.00
168.90.31.104,23/10/2020, 11:47:26,24.00
168.90.31.104,23/10/2020, 11:48:02,23.40
168.90.31.104,23/10/2020, 11:48:38,24.00
168.90.31.104,23/10/2020, 11:49:14,23.95
168.90.31.104,23/10/2020, 11:49:51,24.04
168.90.31.104,23/10/2020, 11:50:27,24.04
168.90.31.104,23/10/2020, 11:51:03,24.04
168.90.31.104,23/10/2020, 11:51:39,23.45
168.90.31.104,23/10/2020, 11:52:16,24.13
168.90.31.104,23/10/2020, 11:52:52,24.09
168.90.31.104,23/10/2020, 11:53:28,24.09
168.90.31.104,23/10/2020, 11:54:04,24.04
168.90.31.104,23/10/2020, 11:54:41,24.00
168.90.31.104,23/10/2020, 11:55:17,23.95
168.90.31.104,23/10/2020, 11:55:53,24.04
168.90.31.104,23/10/2020, 11:56:30,23.95
168.90.31.104,23/10/2020, 11:57:06,23.40
168.90.31.104,23/10/2020, 11:57:43,23.36
168.90.31.104,23/10/2020, 11:58:19,23.95
168.90.31.104,23/10/2020, 11:58:55,23.36
168.90.31.104,23/10/2020, 11:59:31,23.95
168.90.31.104,23/10/2020, 12:00:08,24.04
168.90.31.104,23/10/2020, 12:00:44,24.00
168.90.31.104,23/10/2020, 12:01:20,23.95
168.90.31.104,23/10/2020, 12:01:57,24.00
168.90.31.104,23/10/2020, 12:02:33,24.00
168.90.31.104,23/10/2020, 12:03:09,23.40
168.90.31.104,23/10/2020, 12:03:45,23.40
168.90.31.104,23/10/2020, 12:04:21,24.00
168.90.31.104,23/10/2020, 12:04:58,24.00
168.90.31.104,23/10/2020, 12:05:34,23.95
